run_uid,dataset_hash,llm_summary,performance_score,is_pareto_optimal,val0_epoch/forces_rmse_metrics,val0_epoch/stress_rmse_metrics,r_max,num_layers,l_max,poly_p,num_bessels,mlp_depth,mlp_width,seed,avg_num_neighbors,loss_coeff/forces_tail_huber_metrics,loss_coeff/per_atom_energy_mse_metrics,loss_coeff/stress_mse_metrics,loss_coeff/forces_auto_stratified_huber_metrics,loss_coeff/forces_focal_focal_mse_metrics,loss_coeff/forces_angle_forces_angle_metrics,loss_coeff/stress_shear_stress_shear_mae_metrics,loss_coeff/forces_angle_force_angle_metrics,loss_coeff/stress_angle_stress_angle_metrics,loss_coeff/force_strat_E_huber_metrics,loss_coeff/peratom_E_Huber_metrics,loss_coeff/stress_E_Huber_metrics,loss_coeff/forces_stratified_huber_metrics,loss_coeff/forces_huber_metrics,loss_coeff/stress_huber_metrics,loss_coeff/forces_mse_metrics,loss_coeff/per_atom_energy_huber_metrics,loss_coeff/force_strat_E_huber_summary,loss_coeff/forces_angle_force_angle_summary,loss_coeff/forces_auto_stratified_huber_summary,loss_coeff/stress_angle_stress_angle_summary,loss_coeff/stress_mse_summary,loss_coeff/forces_stratified_huber_summary,loss_coeff/per_atom_energy_huber_summary,loss_coeff/forces_huber_summary,loss_coeff/peratom_E_Huber_summary,loss_coeff/stress_huber_summary,loss_coeff/per_atom_energy_mse_summary,loss_coeff/stress_E_Huber_summary,loss_coeff/stress_shear_stress_shear_mae_summary,loss_coeff/forces_focal_focal_mse_summary,loss_coeff/forces_angle_forces_angle_summary,loss_coeff/forces_tail_huber_summary,loss_coeff/forces_mse_summary,loss_functions,loss_coeff_energy,loss_coeff_forces,loss_coeff_stress,loss_has_huber,loss_has_mse,loss_has_mae,loss_has_stratified,loss_has_focal,model_dtype_float32,model_dtype_nan,scalar_embed_mlp_nonlinearity_silu,scalar_embed_mlp_nonlinearity_nan
allegro-stress-rmax-test/job_gen_7_2025-06-11_r5_b16,0e9c7bd3,"Achieved force RMSE of 0.3889 and stress RMSE of 0.0106. Trained with r_max=5.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9899972721619621,0,0.388855635052943,0.0105582514616862,5.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,32.045134666432126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=1)|stress_mse(coeff=1),1.0,1.0,1.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r5_stress100,0e9c7bd3,"Achieved force RMSE of 0.2016 and stress RMSE of 0.0026. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9992655545967756,0,0.2016020998966399,0.0026066767345908,5.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,32.04513466643201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r5_stress100_b16,0e9c7bd3,"Achieved force RMSE of 0.3675 and stress RMSE of 0.0062. Trained with r_max=5.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9945156676264189,0,0.3674957968155697,0.0062093190076139,5.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,32.045134666432126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r5_stress100_lrsched_fixed,0e9c7bd3,"Achieved force RMSE of 0.2823 and stress RMSE of 0.0041. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9971721095056701,0,0.2822982257552813,0.0041432727291803,5.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,32.04513466643201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6,0e9c7bd3,"Achieved force RMSE of 0.3443 and stress RMSE of 0.0080. Trained with r_max=6.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9929067236233862,0,0.3442841800199214,0.0079661277300266,6.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=1)|stress_mse(coeff=1),1.0,1.0,1.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_configloss,0e9c7bd3,"Achieved force RMSE of 0.3229 and stress RMSE of 0.0037. Trained with r_max=6.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9973345147005939,0,0.322935763185556,0.0037072181290503,6.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=1)|stress_mse(coeff=1),1.0,1.0,1.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress100,0e9c7bd3,"Achieved force RMSE of 0.2007 and stress RMSE of 0.0025. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9993767182557349,0,0.2006872946885196,0.0025023124578253,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress100_b16,0e9c7bd3,"Achieved force RMSE of 0.3526 and stress RMSE of 0.0046. Trained with r_max=6.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9961895634442155,0,0.3525916674881182,0.00464543589784,6.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,58.23823517470576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress100_b1_lrsched_fixed,0e9c7bd3,"Achieved force RMSE of 0.2188 and stress RMSE of 0.0028. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9989640493299703,0,0.2188066225625979,0.002790267197251,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.23823517470599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress100_configloss,0e9c7bd3,"Achieved force RMSE of 0.4328 and stress RMSE of 0.0029. Trained with r_max=6.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9974137822118159,0,0.4327513334453837,0.0028864609503651,6.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress100_lrsched,0e9c7bd3,"Achieved force RMSE of 0.3243 and stress RMSE of 0.0043. Trained with r_max=6.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9967332057569736,0,0.3243311339906852,0.004295752412887,6.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress100_lrsched_fixed,0e9c7bd3,"Achieved force RMSE of 0.2812 and stress RMSE of 0.0034. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9979167356243546,0,0.2812448301793907,0.0034099086396973,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress50_b1_lrsched_fixed,0e9c7bd3,"Achieved force RMSE of 0.2159 and stress RMSE of 0.0030. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9987823640806437,0,0.2158685103805424,0.0029907913943853,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.23823517470599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=50),1.0,10.0,50.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress50_lrsched,0e9c7bd3,"Achieved force RMSE of 0.3120 and stress RMSE of 0.0048. Trained with r_max=6.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9963571277924386,0,0.3119679494875791,0.0047532644371836,6.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=50),1.0,10.0,50.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r6_stress50_lrsched_fixed,0e9c7bd3,"Achieved force RMSE of 2.0093 and stress RMSE of 0.4039. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.583453986542976,0,2.009292361970388,0.403890503402433,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.23823517470566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=50),1.0,10.0,50.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r7,0e9c7bd3,"Achieved force RMSE of 0.3310 and stress RMSE of 0.0061. Trained with r_max=7.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9949052646332146,0,0.3310428744463153,0.0060681723438903,7.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,99.71316465632096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=1)|stress_mse(coeff=1),1.0,1.0,1.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r7_stress100,0e9c7bd3,"Achieved force RMSE of 0.1923 and stress RMSE of 0.0024. Trained with r_max=7.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9995756653135475,0,0.1923243857468525,0.0023609739853582,7.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,99.71316465632096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_7_2025-06-11_r7_stress100_b16,0e9c7bd3,"Achieved force RMSE of 0.3426 and stress RMSE of 0.0046. Trained with r_max=7.0, 1.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9963415424854549,0,0.3425647124292047,0.0045620465362621,7.0,1.0,2.0,6.0,8.0,2.0,256.0,0.0,99.7131646563206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_8_2025-06-20_r5_stress100_b4_lrsched_fixed,804e3836,"Achieved force RMSE of 0.8380 and stress RMSE of 0.0090. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.988553180794933,0,0.8379790286658074,0.0089599570664645,5.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,32.01512968231003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_8_2025-06-20_r6_stress100_b1_lrsched_fixed,804e3836,"Achieved force RMSE of 0.6508 and stress RMSE of 0.0066. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.9922436428964871,0,0.650826549759672,0.0065544697485,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.12707025837309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_8_2025-06-20_r6_stress100_b1_lrsched_fixed_no_dimers,0e9f5f24,"Achieved force RMSE of 0.3459 and stress RMSE of 0.0050. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.995919903312127,0,0.345852146199227,0.0049591281522136,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.1473021201517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro-stress-rmax-test/job_gen_8_2025-06-20_r6_stress100_b4_lrsched_fixed,804e3836,"Achieved force RMSE of 12.4963 and stress RMSE of 0.4619. Trained with r_max=6.0, 2.0 layers, and polynomial degree p=6.0. Used a Huber/MSE/stratified loss.",0.4538408695028603,0,12.496311190885375,0.4619301838748523,6.0,2.0,2.0,6.0,8.0,2.0,512.0,0.0,58.12707025837307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,per_atom_energy_mse(coeff=1)|forces_stratified_huber(coeff=10)|stress_mse(coeff=100),1.0,10.0,100.0,1,1,0,1,0,True,False,True,False
allegro_additive_loss_study/base_force_angle_focal_stress_shear_rare_sampling_no_softadapt,71ef0ad8,"Achieved force RMSE of 1.4047 and stress RMSE of 0.0750. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a MSE loss.",0.9183043172927137,0,1.4047302720766552,0.0749887059073508,5.0,2.0,2.0,6.0,8.0,2.0,512.0,42.0,32.00510198382953,,0.0104166666666666,0.5208333333333334,,0.1041666666666666,0.1041666666666666,0.2604166666666667,,,,,,,,,,,,,,,0.5208333333333334,,,,,,0.0104166666666666,,0.2604166666666667,0.1041666666666666,0.1041666666666666,,,per_atom_energy_mse(coeff=1)|stress_mse(coeff=50)|forces_focal_focal_mse(coeff=10)|forces_angle_forces_angle(coeff=10)|stress_shear_stress_shear_mae(coeff=25),1.0,10.0,50.0,0,1,1,0,1,True,False,True,False
allegro_additive_loss_study/base_force_angle_focal_stress_shear_rare_sampling_no_softadapt_equal,71ef0ad8,"Achieved force RMSE of 1.5575 and stress RMSE of 0.1010. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a MSE loss.",0.8911096772640248,0,1.5574568690371684,0.1010001165065597,5.0,2.0,2.0,6.0,8.0,2.0,512.0,42.0,32.00510198382953,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,0.2,,,,,,0.2,,0.2,0.2,0.2,,,per_atom_energy_mse(coeff=1)|stress_mse(coeff=1)|forces_focal_focal_mse(coeff=1)|forces_angle_forces_angle(coeff=1)|stress_shear_stress_shear_mae(coeff=1),1.0,1.0,1.0,0,1,1,0,1,True,False,True,False
allegro_additive_loss_study/base_force_angle_focal_stress_shear_rare_sampling_softadapt,e31a340a,"Achieved force RMSE of 1.5351 and stress RMSE of 0.0578. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a MSE loss.",0.9346723427454458,0,1.535099379578741,0.0578310028993986,5.0,2.0,2.0,6.0,8.0,2.0,512.0,42.0,32.00510198382953,,0.2046462966200051,0.2415386117327506,,0.0910826151523685,0.2267686230783036,0.235963853416572,,,,,,,,,,,,,,,0.2415386117327506,,,,,,0.2046462966200051,,0.235963853416572,0.0910826151523685,0.2267686230783036,,,per_atom_energy_mse(coeff=1)|stress_mse(coeff=50)|forces_focal_focal_mse(coeff=10)|forces_angle_forces_angle(coeff=10)|stress_shear_stress_shear_mae(coeff=25),1.0,10.0,50.0,0,1,1,0,1,True,False,True,False
allegro_additive_loss_study/base_force_angle_focal_stress_shear_rare_sampling_softadapt_equal,e31a340a,"Achieved force RMSE of 1.5017 and stress RMSE of 0.1005. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a MSE loss.",0.8919633258946646,0,1.5016561661757546,0.1005282180538331,5.0,2.0,2.0,6.0,8.0,2.0,512.0,42.0,32.00510198382953,,0.1279338542243352,0.2585460671596649,,0.1731033700125922,0.1842830752585438,0.2561336333448638,,,,,,,,,,,,,,,0.2585460671596649,,,,,,0.1279338542243352,,0.2561336333448638,0.1731033700125922,0.1842830752585438,,,per_atom_energy_mse(coeff=1)|stress_mse(coeff=1)|forces_focal_focal_mse(coeff=1)|forces_angle_forces_angle(coeff=1)|stress_shear_stress_shear_mae(coeff=1),1.0,1.0,1.0,0,1,1,0,1,True,False,True,False
allegro_additive_loss_study/base_force_angle_focal_stress_shear_rare_sampling_softadapt_nobadid,e738e290,"Achieved force RMSE of 1.4725 and stress RMSE of 0.2406. Trained with r_max=5.0, 2.0 layers, and polynomial degree p=6.0. Used a MSE loss.",0.7512615058631085,0,1.4724800319813325,0.2406439086969995,5.0,2.0,2.0,6.0,8.0,2.0,512.0,42.0,32.023188572145564,,0.0104166666666666,0.5208333333333334,,0.1041666666666666,0.1041666666666666,0.2604166666666667,,,,,,,,,,,,,,,0.5208333333333334,,,,,,0.0104166666666666,,0.2604166666666667,0.1041666666666666,0.1041666666666666,,,per_atom_energy_mse(coeff=1)|stress_mse(coeff=50)|forces_focal_focal_mse(coeff=10)|forces_angle_forces_angle(coeff=10)|stress_shear_stress_shear_mae(coeff=25),1.0,10.0,50.0,0,1,1,0,1,True,False,True,False
