config_name,hpo_id,mean_Force_Error,std_Force_Error,num_rmse_samples,mean_Throughput_KAtomSteps_s_MaxAtoms,std_Throughput_KAtomSteps_s_MaxAtoms,mean_Memory_MiB_MaxAtoms,std_Memory_MiB_MaxAtoms,max_num_atoms_for_hpo_id,num_samples_at_max_atoms
hpo_036_num_layers-1_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128,hpo_036,0.22771658400894973,0.002585886313662771,9,327.13266666666664,26.359914213315136,6537.333333333333,2769.9610707252427,8192,3
hpo_035_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_035,0.2028933115901496,0.007615290867408016,9,117.93533333333335,4.545715161922635,11373.666666666666,2773.9939317405388,8192,3
hpo_034_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-256,hpo_034,0.20635860196767342,0.005825139338832814,9,163.34566666666666,7.5798956017436865,9342.333333333334,2775.9399008864248,8192,3
hpo_033_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-128,hpo_033,0.21256117541904385,0.0046921926406025645,9,198.01233333333332,12.25645708732068,8918.333333333334,2772.8278585828825,8192,3
hpo_032_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-512,hpo_032,0.21365747953798742,0.004264504843055174,9,139.47033333333331,5.823996079440072,8068.0,2766.5319445110335,8192,3
hpo_031_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-256,hpo_031,0.21693123556590063,0.003798642266894768,9,207.81033333333335,10.792824112961968,7733.0,2758.9244281059964,8192,3
hpo_030_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-32_mlp_width-128,hpo_030,0.2206410453093527,0.003022660098118261,9,281.81300000000005,26.043750478761694,6662.0,2756.6572148165246,8192,3
hpo_029_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-512,hpo_029,0.22445514891323035,0.006325256446150054,9,169.19033333333334,9.670665454524483,7517.0,2756.533874270367,8192,3
hpo_028_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-256,hpo_028,0.22835413373525482,0.004784357815701428,9,275.06200000000007,22.15508918961962,6237.333333333333,2762.1032445101205,8192,3
hpo_027_num_layers-1_l_max-2_num_scalar_features-32_num_tensor_features-16_mlp_width-128,hpo_027,0.2300456111825537,0.005071549200080486,9,368.22133333333335,38.61954993695981,6249.333333333333,2761.0292163128834,8192,3
hpo_026_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-512,hpo_026,0.2143780407764106,0.004685805665326472,9,116.56933333333335,3.934839302097778,9113.666666666666,2759.8449835694273,8192,3
hpo_025_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-256,hpo_025,0.21613449892506156,0.004577313323616273,9,169.009,8.825961760624157,7438.666666666667,2750.1386025677566,8192,3
hpo_024_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-64_mlp_width-128,hpo_024,0.22012373612428562,0.0027510273668476803,9,207.55499999999998,10.816030741450396,7465.666666666667,2747.1777032680893,8192,3
hpo_023_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-512,hpo_023,0.2221785236269712,0.0043811806544185,9,128.778,6.9033301384187045,8386.666666666666,2819.0321625219767,8192,3
hpo_022_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-256,hpo_022,0.22265846632763303,0.004085289364830054,9,203.62233333333333,12.042930554202059,7077.333333333333,2812.6289007498544,8192,3
hpo_021_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-32_mlp_width-128,hpo_021,0.22610897950966688,0.002813910002397755,9,255.73933333333335,24.21200533481962,6490.666666666667,2837.821934747375,8192,3
hpo_020_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-512,hpo_020,0.22861318916227344,0.004939660318930717,9,142.444,7.037874323970265,7994.333333333333,2799.1744020931123,8192,3
hpo_019_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-256,hpo_019,0.23149322659486668,0.004058774006053371,9,235.899,16.577111087279345,6742.333333333333,2779.4980362168517,8192,3
hpo_018_num_layers-1_l_max-1_num_scalar_features-128_num_tensor_features-16_mlp_width-128,hpo_018,0.23362478201720607,0.0032652579204344332,9,311.60766666666666,28.44209982285651,6115.0,2789.995878133156,8192,3
hpo_017_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-512,hpo_017,0.21384537817809693,0.0075312158849155765,9,128.886,10.01889919102892,8427.333333333334,2770.0798424112854,8192,3
hpo_016_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-256,hpo_016,0.21771347248542974,0.0032028748038945656,9,195.27533333333335,13.325875668538005,7125.666666666667,2726.3457838897352,8192,3
hpo_015_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-64_mlp_width-128,hpo_015,0.2223259825958347,0.0032457917488905846,9,238.462,16.782110207003164,7132.333333333333,2724.7026137421553,8192,3
hpo_014_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-512,hpo_014,0.22407521972069525,0.005398474951601893,9,150.861,7.365772464582384,7852.666666666667,2720.2562991992745,8192,3
hpo_013_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-256,hpo_013,0.22704349189621084,0.0032985919122133296,9,240.987,17.99225941898348,6571.0,2719.8571653673284,8192,3
hpo_012_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-32_mlp_width-128,hpo_012,0.22908225317671338,0.002713048320099987,9,314.819,22.985432712916225,5862.0,2712.199660791956,8192,3
hpo_011_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-512,hpo_011,0.23257999162634416,0.004164990229115318,9,167.94966666666667,7.113700466939366,7474.666666666667,2713.400879585126,8192,3
hpo_010_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-256,hpo_010,0.23439623684983457,0.0026527654314562423,9,280.041,25.864506587213295,6208.666666666667,2713.2917891987463,8192,3
hpo_009_num_layers-1_l_max-1_num_scalar_features-64_num_tensor_features-16_mlp_width-128,hpo_009,0.23657921443040428,0.002710156902146771,9,376.516,44.28041278037051,5523.333333333333,2718.1538465166636,8192,3
hpo_008_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-512,hpo_008,0.22208317725325946,0.006357565161364717,9,137.90833333333333,6.348990654689404,8352.666666666666,2514.4353905665052,8192,3
hpo_007_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-256,hpo_007,0.2238019050727941,0.004400987599029344,9,208.854,9.353330048704578,6971.333333333333,2640.3674618002196,8192,3
hpo_006_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-64_mlp_width-128,hpo_006,0.2271037374844281,0.004097876732519355,9,252.23866666666666,24.910074514808926,7095.333333333333,2642.692818572248,8192,3
hpo_005_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-512,hpo_005,0.22947943044599484,0.005355447336278558,9,165.20033333333333,7.533446577319927,7515.666666666667,2755.7837965510525,8192,3
hpo_004_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-256,hpo_004,0.23084594630318855,0.005072222570628669,9,263.78000000000003,24.458501241899516,6225.0,2773.490039643193,8192,3
hpo_003_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-32_mlp_width-128,hpo_003,0.23347816082526865,0.0036780130343311477,9,343.74033333333335,33.602314032419464,5636.666666666667,2745.252690251543,8192,3
hpo_002_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-512,hpo_002,0.2355887365194291,0.005582217599219654,9,179.09833333333336,10.401967618356315,7215.666666666667,2747.248502289761,8192,3
hpo_000_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-128,hpo_000,0.24057241547657343,0.003936969182024755,9,416.4413333333334,51.496938319994655,5281.0,2770.210100335352,8192,3
hpo_001_num_layers-1_l_max-1_num_scalar_features-32_num_tensor_features-16_mlp_width-256,hpo_001,0.2392002930275565,0.004084073067537546,9,302.3776666666667,36.548298036069106,5922.0,2721.9674869476307,8192,3
